Length (nm),0.35600000000000004,0.35779797979797984,0.35959595959595964,0.3613939393939394,0.36319191919191923,0.36498989898989903,0.36678787878787883,0.3685858585858586,0.3703838383838384,0.3721818181818182,0.373979797979798,0.37577777777777777,0.37757575757575756,0.3793737373737374,0.3811717171717172,0.38296969696969696,0.38476767676767676,0.3865656565656566,0.3883636363636364,0.39016161616161615,0.39195959595959595,0.3937575757575758,0.3955555555555556,0.39735353535353535,0.39915151515151515,0.40094949494949494,0.4027474747474748,0.4045454545454546,0.40634343434343434,0.40814141414141414,0.409939393939394,0.41173737373737374,0.41353535353535353,0.41533333333333333,0.41713131313131313,0.418929292929293,0.4207272727272727,0.4225252525252525,0.4243232323232323,0.4261212121212121,0.4279191919191919,0.4297171717171717,0.4315151515151515,0.4333131313131313,0.4351111111111111,0.4369090909090909,0.4387070707070707,0.44050505050505046,0.4423030303030303,0.4441010101010101,0.4458989898989899,0.4476969696969697,0.44949494949494956,0.45129292929292936,0.45309090909090904,0.45488888888888884,0.4566868686868687,0.4584848484848485,0.4602828282828283,0.4620808080808081,0.4638787878787879,0.46567676767676774,0.46747474747474754,0.46927272727272723,0.47107070707070703,0.4728686868686869,0.4746666666666667,0.4764646464646465,0.4782626262626263,0.4800606060606061,0.4818585858585858,0.4836565656565656,0.4854545454545454,0.4872525252525252,0.48905050505050507,0.49084848484848487,0.49264646464646467,0.49444444444444446,0.49624242424242426,0.4980404040404041,0.4998383838383838,0.5016363636363637,0.5034343434343435,0.5052323232323233,0.507030303030303,0.5088282828282829,0.5106262626262625,0.5124242424242423,0.5142222222222221,0.516020202020202,0.5178181818181818,0.5196161616161616,0.5214141414141414,0.5232121212121212,0.525010101010101,0.5268080808080808,0.5286060606060606,0.5304040404040403,0.5322020202020202,0.534
91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1061755419605543,3.140566501363432,1.0001281693126873,1.0012241797010728,1.0012241812834652,1.000128173790119,3.140566526191255,1.1061755542056817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0140240708908101,1.2686792180664224,69.2719511716224,1.1392090328526523,13.869703303514125,13.869703325439284,1.1392090382555697,69.27195171925348,1.2686792321105327,1.014024085326816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.060165029347444,1.5772073588302624,3.437425444345902,1.89703714684769,1.0045075586386003,1.0045075602236146,1.8970371558446715,3.4374254715205455,1.577207376289748,1.0601650444400923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0087888087595205,1.146147075362938,2.227374284041102,1.7587060027448898,25.52442868293864,8.526139129241205,8.526139142719282,25.524428803993224,1.7587060166483803,2.2273743086977973,1.1461470916798064,1.0087888263175575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.038410391697765,1.2887016256057957,4.131952844362816,1.2622911801631613,2.178734388045079,1.0099140153908863,1.0099140169869396,2.178734398378106,1.2622911901422313,4.1319528901027,1.2887016439522982,1.0384104097721014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0058907235362982,1.0920714239615188,1.5230924945609823,42.947286668672156,1.0632839905251352,1.193885061634975,6.164057504419506,6.164057514163615,1.1938850672972077,1.0632839989307035,42.947287144043656,1.5230925162444422,1.0920714429698737,1.0058907442351759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.026415671428132,1.1761032223608319,1.9313710678911558,5.086928168183525,1.0006851591536803,1.0019132368714891,1.017478776389531,1.0174787779975414,1.0019132416119911,1.000685167012397,5.086928224496046,1.9313710953870336,1.1761032428317657,1.0264156925501453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0041368118086023,1.0631677468751963,1.302038895069933,2.7495876591007598,2.4577775771650354,1.0383072603926748,1.1127973058284055,4.834620367446828,4.834620375089372,1.1127973111060414,1.0383072686009305,2.4577776043725605,2.749587698245255,1.3020389177329301,1.063167768753474,1.0041368356593707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0191206714287997,1.1190896562767678,1.4911980441011905,5.028113101196771,1.6740819832007943,1.1971624156653993,1.7694355189163407,1.0272957802065217,1.0272957818303987,1.769435527308225,1.1971624251295785,1.6740820017327926,5.028113172779745,1.491198070056584,1.1190896793059488,1.0191206956382988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0030052938599396,1.045854904026836,1.199146530473683,1.7859834684939768,35.45773533000195,1.3180061775248095,1.5921499932692673,11.83622533832954,3.982222045046702,3.9822220513414748,11.836225394465114,1.5921500058558091,1.3180061921147432,35.45773583482104,1.7859834995803825,1.199146555150132,1.0458549288706367,1.0030053208668581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0143670440944388,1.08589852055339,1.3115511107925613,2.282286315533367,6.977912924986016,1.1323315709715143,2.76926083359667,2.3912662309775605,1.039461836062612,1.039461837705699,2.3912662423185966,2.769260855489114,1.1323315835061416,6.977913024325628,2.282286355258393,1.3115511377822102,1.0858985463487907,1.0143670714164663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0022408314132685,1.034661917351281,1.1417662479340625,1.4701879197275238,3.249554373098238,3.2196560031136996,1.0367755125931422,16.72262464395614,1.2315998555678662,3.3933616579100154,3.393361663274224,1.2315998614088655,16.722624776157247,1.0367755240701573,3.2196560489498918,3.249554429659456,1.4701879499817994,1.1417662750569961,1.034661945221623,1.0022408615925091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0111093892211727,1.0647884543154165,1.2173508512235922,1.69986849351038,5.840171964400321,2.133529974146051,1.001052522932096,4.045366345305782,1.0057727489896753,1.0540889424479847,1.0540889441133785,1.005772753752017,4.045366377286507,1.0010525339547356,2.133530004519799,5.840172066053687,1.6998685284911748,1.2173508801421329,1.0647884829973377,1.01110941967919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0017048909157764,1.027010087941632,1.1061624281399733,1.318677054232616,2.0489924797712433,31.91319465203848,1.6313564786687158,1.0155404552274803,1.8843645148370096,1.0897753350687418,2.96073563707502,2.960735641755332,1.0897753402370787,1.8843645297338676,1.0155404664693672,1.6313565018933782,31.913195207530933,2.048992521936479,1.3186770855580185,1.1061624579361553,1.027010118878413,1.001704924287612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0087849981396415,1.0504998643789942,1.1608906425448111,1.4553008390425695,2.6253955334927785,9.159410604149874,1.3528584162575763,1.0840270151103686,1.3094105476873172,1.6611091225582368,1.0714320549831613,1.071432056676798,1.6611091304363672,1.3094105580387723,1.084027027110371,1.3528584355174427,9.159410763575096,2.625395587519579,1.4553008736136293,1.1608906738151055,1.050499896023177,1.0087850317470843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0013167526119489,1.0215548763890074,1.0824410378909695,1.2320614861663683,1.6430138208723013,3.7264724770878503,4.039900748425,1.1854667208728458,1.2264822897029077,1.0821471336969313,7.715220678394947,2.630766324006284,2.630766328164985,7.715220714985884,1.082147142251844,1.2264823032798542,1.1854667377495118,4.039900818742358,3.7264725537732306,1.6430138599026525,1.2320615193541642,1.0824410704979281,1.0215549104231842,1.00131678916946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0070747718087945,1.0403741159589845,1.1240761931723542,1.324215091138057,1.9096461987618971,6.578731585477386,2.624734881794602,1.0833938566952397,1.495937213024698,1.0033975987153554,2.6557886665533026,1.0916155505729552,1.0916155522985755,2.6557886791488894,1.0033976066066086,1.4959372295844566,1.0833938721185559,2.624734927480002,6.578731720858112,1.9096462441261237,1.3242151268081246,1.124076227033476,1.0403741506191473,1.007074808582489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
